"idx","boundary","rhyme","case","participant","dia","tone","Time","FocusCon","F0_semi","underfocus","F0_semi_scale"
3,0,"yE","Verb","S2","dia","T1",4,"F5",4.19049284828407,"0",4.29478799071412
3,0,"yE","Verb","S2","dia","T1",4,"F2",3.81142557218639,"0",2.41482262184899
3,0,"yE","Verb","S2","dia","T1",4,"F2_1",2.45533645624927,"0",2.06817119959151
3,0,"yE","Verb","S2","dia","T1",4,"F5_1",2.83440373234695,"0",3.94813656845665
3,0,"yE","Verb","S2","dia","T1",4,"F2_5",-0.379067276097676,"0",-1.87996536886514
3,0,"yE","Verb","S2","dia","T1",5,"F1",1.44974841963574,"0",0.41282886436632
3,0,"yE","Verb","S2","dia","T1",5,"F5",4.19933689808326,"0",4.3466857027762
3,0,"yE","Verb","S2","dia","T1",5,"F2",3.51173094436514,"0",2.33084812479006
3,0,"yE","Verb","S2","dia","T1",5,"F2_1",2.0619825247294,"0",1.91801926042374
3,0,"yE","Verb","S2","dia","T1",5,"F5_1",2.74958847844752,"0",3.93385683840988
3,0,"yE","Verb","S2","dia","T1",5,"F2_5",-0.687605953718118,"0",-2.01583757798614
3,0,"yE","Verb","S2","dia","T1",6,"F1",1.53166691025442,"0",0.483394342897857
3,0,"yE","Verb","S2","dia","T1",6,"F5",4.24179340711777,"0",4.4325160336334
3,0,"yE","Verb","S2","dia","T1",6,"F2",3.11322934330538,"0",2.15082165764754
3,0,"yE","Verb","S2","dia","T1",6,"F2_1",1.58156243305095,"0",1.66742731474968
3,0,"yE","Verb","S2","dia","T1",6,"F5_1",2.71012649686334,"0",3.94912169073555
3,0,"yE","Verb","S2","dia","T1",6,"F2_5",-1.12856406381239,"0",-2.28169437598586
3,0,"yE","Verb","S2","dia","T1",7,"F1",1.60411545834672,"0",0.551441556279727
3,0,"yE","Verb","S2","dia","T1",7,"F5",4.36764371468848,"0",4.57025929390138
3,0,"yE","Verb","S2","dia","T1",7,"F2",2.94403484553441,"0",2.16562946742671
3,0,"yE","Verb","S2","dia","T1",7,"F2_1",1.33991938718769,"0",1.61418791114698
